id_estacion;id_carburante;precio_carburante 
5431;6;1,499
5431;13;0,979
5432;14;1,389
5433;1;1,579
5433;4;1,721
5433;6;1,489
5433;7;1,579
5434;1;1,377
5434;6;1,245
5435;1;1,389
5435;6;1,279
5436;1;1,459
5436;6;1,339
5436;13;0,859
5437;1;1,549
5437;4;1,634
5437;6;1,427
5437;7;1,537
5438;1;1,469
5438;4;1,729
5438;6;1,399
5438;7;1,499
5439;1;1,499
5439;3;1,549
5439;6;1,389
5439;7;1,459
5440;1;1,387
5440;6;1,255
5441;1;1,377
5441;6;1,245
5442;1;1,377
5442;6;1,245
5443;1;1,549
5443;4;1,679
5443;6;1,444
5443;7;1,534
5444;1;1,559
5444;4;1,699
5444;6;1,449
5444;7;1,529
5445;1;1,589
5445;4;1,749
5445;6;1,499
5445;13;0,999
5446;1;1,579
5446;4;1,739
5446;6;1,479
5446;7;1,549
5447;1;1,538
5447;4;1,67
5447;6;1,427
5447;7;1,538
5448;1;1,549
5448;6;1,449
5448;7;1,539
5449;1;1,608
5449;6;1,478
5449;7;1,547
5450;1;1,569
5450;6;1,469
5450;7;1,569
5451;1;1,569
5451;6;1,479
5451;7;1,579
5452;1;1,549
5452;6;1,459
5453;6;1,319
5453;8;0,959
5454;1;1,589
5454;4;1,749
5454;6;1,489
5454;7;1,559
5455;1;1,569
5455;6;1,479
5455;8;1,143
5456;1;1,609
5456;6;1,512
5456;7;1,579
5457;1;1,589
5457;3;1,629
5457;6;1,499
5457;7;1,539
5458;1;1,609
5458;3;1,664
5458;6;1,512
5458;7;1,588
5459;1;1,549
5459;4;1,659
5459;6;1,455
5459;8;1,101
5460;1;1,519
5460;6;1,429
5461;1;1,555
5461;4;1,685
5461;6;1,445
5461;7;1,495
5462;1;1,565
5462;4;1,695
5462;6;1,465
5462;7;1,515
5463;1;1,449
5463;6;1,349
5464;1;1,549
5464;4;1,699
5464;6;1,459
5465;1;1,569
5465;4;1,679
5465;6;1,479
5465;7;1,479
5466;1;1,569
5466;4;1,689
5466;6;1,479
5466;7;1,489
5467;1;1,549
5467;6;1,459
5468;1;1,539
5468;4;1,749
5468;6;1,449
5468;7;1,509
5468;8;1,089
5469;1;1,638
5469;4;1,771
5469;6;1,509
5469;7;1,582
5470;1;1,569
5470;3;1,609
5470;6;1,469
5470;7;1,519
5471;1;1,499
5471;6;1,399
5471;7;1,459
5472;6;1,489
5473;1;1,534
5473;4;1,674
5473;6;1,429
5473;7;1,509
5474;1;1,499
5474;6;1,389
5474;8;1,189
5475;14;1,299
5475;15;1,239
5476;1;1,579
5476;3;1,629
5476;6;1,489
5476;7;1,539
5477;1;1,599
5477;4;1,769
5477;6;1,499
5477;7;1,589
5477;8;1,159
5478;1;1,579
5478;4;1,721
5478;6;1,489
5478;7;1,579
5479;1;1,579
5479;4;1,721
5479;6;1,489
5479;7;1,579
5480;6;1,33
5480;8;0,989
5481;1;1,549
5481;4;1,669
5481;6;1,459
5481;8;1,136
5482;1;1,479
5482;4;1,679
5482;6;1,389
5482;12;1,299
5483;1;1,577
5483;6;1,432
5484;1;1,539
5484;6;1,509
5484;7;1,609
5485;1;1,579
5485;4;1,745
5485;6;1,497
5485;7;1,579
5485;8;1,195
5486;1;1,549
5486;4;1,719
5486;6;1,469
5486;7;1,559
5486;8;1,245
5487;1;1,575
5487;6;1,469
5487;7;1,545
5487;8;1,195
5488;1;1,559
5488;6;1,445
5488;8;1,212
5489;1;1,579
5489;4;1,721
5489;6;1,469
5489;7;1,559
5490;1;1,637
5490;4;1,769
5490;6;1,507
5490;7;1,617
5491;1;1,619
5491;6;1,539
5491;7;1,639
5492;1;1,609
5492;6;1,529
5493;1;1,495
5493;6;1,435
5494;1;1,499
5494;6;1,429
5495;1;1,559
5495;4;1,679
5495;6;1,519
5495;7;1,619
5496;1;1,469
5496;6;1,389
5497;1;1,549
5497;6;1,479
5497;7;1,579
5497;8;1,16
5498;1;1,479
5498;6;1,389
5498;7;1,449
5499;1;1,499
5499;4;1,649
5499;6;1,419
5499;7;1,489
5500;1;1,469
5500;4;1,629
5500;6;1,379
5500;7;1,449
5501;1;1,509
5501;6;1,399
5502;1;1,489
5502;6;1,419
5503;1;1,479
5503;4;1,639
5503;6;1,399
5503;7;1,459
5504;1;1,469
5504;4;1,629
5504;6;1,379
5505;1;1,499
5505;4;1,649
5505;6;1,419
5505;7;1,489
5506;1;1,45
5506;4;1,63
5506;6;1,32
5506;7;1,37
5506;8;0,899
5507;6;1,275
5507;8;0,916
5508;1;1,596
5508;6;1,491
5508;8;1,071
5509;1;1,569
5509;4;1,701
5509;6;1,469
5509;8;1,139
5510;1;1,5
5510;4;1,68
5510;6;1,399
5510;8;1,08
5511;1;1,579
5511;4;1,719
5511;6;1,489
5511;7;1,559
5512;1;1,439
5512;6;1,339
5513;6;1,364
5513;8;0,954
5514;6;1,315
5514;8;1,011
5515;6;1,354
5516;1;1,509
5516;6;1,359
5517;1;1,579
5517;6;1,499
5517;7;1,579
5517;8;1,159
5518;1;1,459
5518;6;1,349
5519;1;1,482
5519;6;1,328
5520;1;1,529
5520;4;1,669
5520;6;1,459
5520;7;1,539
5521;1;1,539
5521;4;1,659
5521;6;1,479
5521;7;1,539
5522;1;1,519
5522;6;1,379
5522;7;1,419
5523;6;1,27
5523;8;0,87
5524;1;1,539
5524;4;1,659
5524;6;1,479
5524;7;1,539
5524;8;1,116
5525;1;1,559
5525;4;1,719
5525;6;1,509
5525;7;1,609
5526;1;1,559
5526;4;1,719
5526;6;1,509
5526;7;1,609
5527;1;1,479
5527;6;1,267
5528;1;1,539
5528;6;1,459
5528;7;1,529
5529;2;1,499
5529;6;1,369
5530;1;1,539
5530;6;1,448
5530;8;1,099
5531;1;1,579
5531;4;1,729
5531;6;1,519
5531;7;1,609
5531;8;1,21
5531;13;0,949
5532;1;1,579
5532;4;1,729
5532;6;1,519
5532;7;1,609
5532;8;1,21
5533;1;1,489
5533;6;1,389
5533;8;0,92
5534;1;1,389
5534;6;1,259
5535;1;1,569
5535;6;1,509
5536;1;1,499
5536;6;1,419
5536;8;0,999
5537;1;1,362
5537;6;1,228
5537;7;1,33
5537;8;0,92
5538;6;1,3
5538;8;0,877
5539;1;1,46
5539;4;1,63
5539;6;1,36
5539;7;1,38
5540;1;1,569
5540;6;1,519
5540;7;1,579
5540;8;1,116
5541;1;1,519
5541;4;2,199
5541;6;1,429
5541;7;1,509
5541;8;1,169
5542;1;1,535
5542;6;1,396
5543;1;1,589
5543;4;2,5
5543;6;1,439
5543;7;1,549
5544;1;1,439
5544;6;1,309
5544;13;0,839
5545;1;1,559
5545;3;1,614
5545;6;1,478
5545;7;1,547
5545;13;0,959
5546;1;1,559
5546;4;1,709
5546;6;1,459
5546;7;1,519
5547;1;1,399
5547;4;1,539
5547;6;1,294
5547;7;1,344
5548;1;1,569
5548;4;1,689
5548;6;1,509
5548;7;1,609
5548;13;0,945
5549;1;1,559
5549;6;1,509
5549;7;1,569
5550;1;1,569
5550;4;1,689
5550;6;1,509
5550;7;1,609
5551;1;1,559
5551;3;1,614
5551;6;1,478
5551;7;1,547
5552;1;1,559
5552;3;1,599
5552;4;1,679
5552;6;1,499
5552;7;1,599
5553;1;1,559
5553;4;1,691
5553;6;1,478
5553;7;1,547
5554;1;1,559
5554;3;1,614
5554;4;1,691
5554;6;1,478
5554;7;1,557
5555;1;1,559
5555;6;1,459
5556;1;1,539
5556;4;1,649
5556;6;1,429
5556;7;1,469
5557;1;1,369
5557;6;1,262
5557;7;1,282
5558;1;1,579
5558;6;1,489
5558;7;1,545
5558;8;1,099
5559;1;1,559
5559;4;1,709
5559;6;1,459
5559;7;1,519
5560;1;1,499
5560;6;1,389
5561;1;1,559
5561;4;1,709
5561;6;1,459
5561;7;1,519
5562;1;1,549
5562;4;1,669
5562;6;1,489
5562;7;1,589
5563;1;1,549
5563;4;1,669
5563;6;1,479
5563;7;1,539
5564;1;1,539
5564;4;1,659
5564;6;1,479
5564;7;1,539
5565;1;1,479
5565;4;1,659
5565;6;1,399
5565;7;1,489
5565;8;1,089
5566;1;1,489
5566;6;1,309
5566;8;0,989
5567;6;1,79
5567;8;1,59
5568;1;1,489
5568;4;1,668
5568;6;1,289
5568;8;0,979
5569;1;1,499
5569;4;1,678
5569;6;1,329
5569;7;1,389
5569;13;0,899
5570;1;1,488
5570;6;1,308
5571;1;1,539
5571;6;1,449
5572;1;1,509
5572;6;1,339
5573;1;1,549
5573;6;1,429
5573;7;1,519
5574;1;1,498
5574;6;1,328
5575;1;1,375
5575;6;1,285
5575;8;0,919
5576;1;1,519
5576;6;1,309
5577;1;1,378
5577;6;1,274
5577;8;0,912
5578;1;1,349
5578;6;1,224
5579;1;1,539
5579;4;1,659
5579;6;1,519
5579;7;1,619
5579;13;0,935
5580;6;1,23
5580;8;0,847
5581;6;1,249
5581;8;0,895
5582;1;1,459
5582;6;1,349
5583;1;1,549
5583;4;1,669
5583;6;1,459
5583;7;1,479
5583;8;1,159
5584;1;1,549
5584;4;1,679
5584;6;1,489
5584;7;1,549
5584;8;1,156
5585;1;1,499
5585;4;1,639
5585;6;1,429
5585;7;1,519
5586;1;1,599
5586;6;1,519
5586;7;1,609
5587;1;1,578
5587;3;1,628
5587;6;1,499
5587;7;1,568
5587;8;1,198
5588;1;1,568
5588;6;1,481
5588;7;1,548
5588;8;1,184
5589;1;1,579
5589;6;1,489
5589;7;1,529
5589;8;1,169
5590;1;1,568
5590;3;1,618
5590;6;1,482
5590;7;1,552
5591;1;1,574
5591;6;1,474
5591;7;1,559
5592;1;1,549
5592;4;1,659
5592;6;1,439
5592;7;1,479
5593;1;1,559
5593;6;1,469
5593;7;1,559
5594;1;1,459
5594;6;1,329
5595;1;1,539
5595;4;1,669
5595;6;1,499
5595;7;1,599
5595;8;1,171
5596;1;1,569
5596;4;1,699
5596;6;1,499
5596;7;1,589
5596;8;1,259
5597;1;1,413
5597;6;1,319
5597;7;1,324
5597;8;0,904
5598;15;1,315
5599;1;1,399
5599;6;1,289
5600;6;1,292
5600;8;0,93
5601;1;1,589
5601;6;1,475
5601;8;0,92
5602;6;1,29
5602;8;0,93
5603;1;1,589
5603;6;1,499
5603;8;1,129
5604;1;1,519
5604;6;1,419
5605;1;1,48
5605;4;1,63
5605;6;1,35
5605;7;1,38
5606;1;1,579
5606;4;1,699
5606;6;1,489
5606;7;1,589
5607;1;1,539
5607;6;1,479
5607;7;1,539
5608;1;1,369
5608;6;1,279
5608;8;0,919
5609;1;1,369
5609;6;1,279
5609;8;0,919
5610;1;1,529
5610;4;1,669
5610;6;1,459
5610;7;1,549
5611;1;1,599
5611;6;1,529
5611;7;1,619
5611;8;1,199
5612;1;1,539
5612;4;1,869
5612;6;1,309
5613;6;1,305
5614;6;1,534
5615;1;1,579
5615;6;1,499
5615;7;1,565
5616;1;1,389
5616;6;1,309
5616;8;0,949
5617;1;1,375
5617;5;1,475
5617;6;1,265
5617;7;1,285
5618;1;1,589
5618;6;1,488
5618;8;1,129
5619;1;1,489
5619;6;1,349
5620;1;1,569
5620;4;1,709
5620;6;1,509
5620;7;1,589
5621;1;1,594
5621;3;1,659
5621;6;1,512
5621;7;1,612
5622;1;1,37
5622;6;1,26
5622;7;1,28
5622;8;0,935
5623;1;1,576
5623;3;1,629
5623;6;1,498
5623;7;1,607
5624;1;1,46
5624;4;1,63
5624;6;1,36
5624;7;1,38
5625;1;1,559
5625;4;1,679
5625;6;1,519
5625;7;1,619
5626;1;1,46
5626;4;1,63
5626;6;1,34
5626;7;1,38
5627;1;1,529
5627;3;1,589
5627;6;1,439
5627;7;1,509
5627;8;1,169
5628;6;1,32
5628;8;0,91
5629;6;1,297
5629;8;0,92
5630;1;1,585
5630;6;1,475
5630;8;1,17
5631;1;1,629
5631;6;1,529
5631;7;1,629
5632;1;1,509
5632;6;1,359
5632;8;1,099
5633;1;1,579
5633;4;1,739
5633;6;1,519
5633;7;1,619
5634;1;1,46
5634;6;1,36
5634;7;1,38
5635;1;1,564
5635;4;1,696
5635;6;1,509
5635;7;1,569
5635;8;1,169
5636;1;1,499
5636;4;1,619
5636;6;1,409
5636;7;1,469
5636;8;1,135
5637;6;1,32
5637;8;0,96
5638;8;0,908
5639;1;1,399
5639;6;1,299
5639;8;0,939
5640;1;1,425
5640;6;1,335
5640;8;0,955
5641;1;1,39
5641;6;1,31
5641;7;1,34
5641;8;0,95
5642;1;1,549
5642;6;1,449
5643;1;1,58
5643;6;1,5
5644;1;1,496
5644;4;1,695
5644;6;1,378
5645;6;1,2
5646;8;0,898
5647;1;1,48
5647;4;1,6
5647;6;1,38
5647;8;1
5648;1;1,529
5648;4;1,679
5648;6;1,429
5648;7;1,509
5649;1;1,499
5649;6;1,419
5649;7;1,469
5649;8;1,089
5650;1;1,519
5650;4;1,629
5650;6;1,439
5650;7;1,489
5650;8;1,109
5651;1;1,509
5651;4;1,629
5651;6;1,439
5651;7;1,499
5651;8;1,119
5652;1;1,519
5652;4;1,639
5652;6;1,439
5652;7;1,499
5652;8;1,119
5653;1;1,519
5653;4;1,639
5653;6;1,439
5653;7;1,499
5653;13;0,959
5654;1;1,459
5654;4;1,619
5654;6;1,369
5654;7;1,419
5655;1;1,519
5655;4;1,639
5655;6;1,439
5655;7;1,499
5656;1;1,469
5656;6;1,379
5656;7;1,429
5657;1;1,459
5657;4;1,599
5657;6;1,349
5657;7;1,399
5658;1;1,509
5658;4;1,629
5658;6;1,409
5658;7;1,469
5659;1;1,519
5659;6;1,449
5660;1;1,509
5660;6;1,429
5660;7;1,489
5661;1;1,549
5661;6;1,449
5661;7;1,539
5662;1;1,41
5662;6;1,32
5662;8;0,96
5663;1;1,465
5663;4;1,575
5663;6;1,355
5664;1;1,529
5664;3;1,579
5664;4;1,689
5664;6;1,439
5664;7;1,539
5664;8;1,139
5665;6;1,385
5666;1;1,599
5666;4;1,709
5666;6;1,489
5666;7;1,519
5667;1;1,345
5667;6;1,258
5668;1;1,519
5668;4;1,639
5668;6;1,449
5668;7;1,499
5669;1;1,499
5669;6;1,409
5669;7;1,469
5670;1;1,499
5670;6;1,409
5670;7;1,469
5670;8;1,168
5671;1;1,634
5671;4;1,764
5671;6;1,464
5671;7;1,554
5672;1;1,629
5672;4;1,759
5672;6;1,459
5672;7;1,549
5673;8;0,899
5674;1;1,589
5674;3;1,669
5674;6;1,499
5674;7;1,589
5675;6;1,379
5675;8;0,979
5676;1;1,499
5676;4;1,619
5676;6;1,409
5676;7;1,469
5676;8;1,191
5677;1;1,529
5677;3;1,589
5677;6;1,459
5677;7;1,529
5678;1;1,348
5678;6;1,256
5678;8;0,895
5679;1;1,478
5679;6;1,369
5679;8;0,977
5680;1;1,499
5680;6;1,429
5680;7;1,489
5680;8;1,144
5681;1;1,528
5681;4;1,659
5681;6;1,436
5681;7;1,522
5682;8;0,954
5683;1;1,569
5683;4;1,699
5683;6;1,499
5683;7;1,545
5683;8;1,179
5684;1;1,605
5684;4;1,765
5684;6;1,495
5684;7;1,589
5684;8;1,185
5685;1;1,565
5685;6;1,485
5685;7;1,55
5685;8;1,18
5686;1;1,57
5686;4;1,7
5686;6;1,49
5686;7;1,555
5686;8;1,18
5687;1;1,58
5687;6;1,47
5687;8;1,215
5688;1;1,344
5688;6;1,257
5689;1;1,629
5689;4;1,771
5689;6;1,459
5689;7;1,549
5690;1;1,569
5690;6;1,484
5690;7;1,564
5691;6;1,347
5692;1;1,629
5692;4;1,771
5692;6;1,459
5692;7;1,549
5693;1;1,568
5693;6;1,487
5693;7;1,539
5694;1;1,509
5694;6;1,409
5694;7;1,459
5695;1;1,532
5695;4;1,671
5695;6;1,453
5695;7;1,499
5696;6;1,32
5696;8;0,96
5697;1;1,499
5697;4;1,669
5697;6;1,419
5697;7;1,479
5697;8;1,039
5698;6;1,307
5698;8;0,933
5699;1;1,509
5699;4;1,629
5699;6;1,429
5699;7;1,509
5699;8;1,099
5700;1;1,499
5700;6;1,399
5701;1;1,365
5701;6;1,269
5701;8;0,972
5702;1;1,549
5702;4;1,669
5702;6;1,449
5702;7;1,539
5703;1;1,449
5703;6;1,379
5703;8;0,969
5704;1;1,519
5704;6;1,429
5705;1;1,499
5705;6;1,369
5706;1;1,559
5706;3;1,634
5706;6;1,472
5706;7;1,562
5707;1;1,499
5707;6;1,365
5708;1;1,348
5708;6;1,261
5709;1;1,529
5709;4;1,679
5709;6;1,439
5710;1;1,499
5710;4;1,659
5710;6;1,399
5710;7;1,439
5711;1;1,529
5711;4;1,689
5711;6;1,439
5711;7;1,529
5711;13;0,949
5712;1;1,529
5712;6;1,439
5712;7;1,519
5713;1;1,362
5713;6;1,268
5713;7;1,298
5714;1;1,359
5714;6;1,259
5715;1;1,549
5715;4;1,699
5715;6;1,449
5715;8;1,142
5716;1;1,544
5716;3;1,594
5716;6;1,479
5716;7;1,547
5717;1;1,544
5717;3;1,594
5717;6;1,479
5717;7;1,547
5718;1;1,529
5718;3;1,569
5718;6;1,439
5718;8;1,142
5719;1;1,529
5719;4;1,669
5719;6;1,439
5719;7;1,519
5720;1;1,519
5720;6;1,429
5720;7;1,559
5720;8;1,289
5721;1;1,555
5721;4;1,715
5721;6;1,465
5721;7;1,565
5722;1;1,559
5722;6;1,449
5723;1;1,479
5723;4;1,629
5723;6;1,389
5723;7;1,479
5724;1;1,57
5724;4;1,69
5724;6;1,48
5724;7;1,58
5724;8;1,169
5725;1;1,489
5725;4;1,679
5725;6;1,399
5725;7;1,459
5725;8;1,029
5726;1;1,529
5726;6;1,429
5726;7;1,489
5727;6;1,325
5727;8;0,944
5728;1;1,509
5728;4;1,619
5728;6;1,439
5728;7;1,509
5729;1;1,519
5729;4;1,629
5729;6;1,429
5729;7;1,519
5729;8;1,114
5730;1;1,345
5730;6;1,258
5731;6;1,202
5732;1;1,409
5732;6;1,309
5732;7;1,359
5733;1;1,519
5733;4;1,629
5733;6;1,429
5733;7;1,519
5733;8;1,114
5734;1;1,588
5734;3;1,658
5734;4;1,738
5734;6;1,488
5734;7;1,598
5735;6;1,28
5735;8;0,92
5736;1;1,499
5736;4;1,639
5736;6;1,419
5736;7;1,469
5736;8;1,139
5737;1;1,358
5737;6;1,295
5737;8;0,887
5738;1;1,429
5738;6;1,359
5738;8;0,939
5739;1;1,499
5739;4;1,619
5739;6;1,429
5739;7;1,489
5740;1;1,564
5740;3;1,619
5740;6;1,472
5740;7;1,562
5740;8;1,172
5741;1;1,549
5741;4;1,689
5741;6;1,459
5741;7;1,559
5741;8;1,177
5741;13;0,969
5742;1;1,549
5742;4;1,689
5742;6;1,469
5742;7;1,559
5743;1;1,489
5743;6;1,369
5744;1;1,564
5744;4;1,69
5744;6;1,494
5744;7;1,544
5744;8;1,171
5745;1;1,539
5745;4;1,669
5745;6;1,449
5745;7;1,529
5746;1;1,529
5746;4;1,689
5746;6;1,459
5746;7;1,539
5746;8;1,196
5747;1;1,409
5747;6;1,299
5747;8;0,949
5748;8;0,98
5749;6;1,32
5749;8;0,945
5750;1;1,429
5750;6;1,329
5750;7;1,359
5750;8;0,959
5751;1;1,519
5751;4;1,669
5751;6;1,429
5751;7;1,489
5752;6;1,389
5752;8;1,009
5753;1;1,499
5753;6;1,399
5753;7;1,469
5753;8;1,129
5754;1;1,509
5754;4;1,629
5754;6;1,439
5754;7;1,499
5754;8;1,192
5755;1;1,559
5755;6;1,459
5755;7;1,549
5755;8;1,189
5756;1;1,496
5756;4;1,695
5756;6;1,378
5757;1;1,499
5757;6;1,409
5757;7;1,469
5757;8;1,161
5758;1;1,539
5758;4;1,659
5758;6;1,409
5758;7;1,469
5759;1;1,359
5759;6;1,369
5760;8;0,955
5761;1;1,568
5761;6;1,482
5761;8;1,172
5762;6;1,399
5763;1;1,519
5763;6;1,409
5764;8;0,959
5765;1;1,499
5765;6;1,419
5765;7;1,479
5765;8;1,059
5766;1;1,473
5766;6;1,354
5766;8;0,997
5767;1;1,509
5767;4;1,679
5767;6;1,439
5767;7;1,539
5767;8;1,099
5768;6;1,3
5768;8;0,95
5769;1;1,419
5769;4;1,529
5769;6;1,389
5769;8;1,009
5770;1;1,379
5770;6;1,339
5771;1;1,509
5771;4;1,629
5771;6;1,439
5771;7;1,499
5771;8;1,009
5772;1;1,499
5772;4;1,619
5772;6;1,469
5772;7;1,529
5772;8;1,104
5773;3;1,418
5773;6;1,274
5773;8;0,953
5774;1;1,548
5774;4;1,719
5774;6;1,389
5774;8;1,069
5775;1;1,559
5775;6;1,439
5775;7;1,509
5775;8;1,099
5776;1;1,399
5776;6;1,299
5776;8;0,999
5777;1;1,479
5777;6;1,399
5777;7;1,439
5777;8;1,019
5777;13;0,959
5778;1;1,549
5778;4;1,699
5778;6;1,459
5778;7;1,519
5778;8;1,259
5779;1;1,499
5779;6;1,419
5779;7;1,479
5779;8;1,107
5780;1;1,381
5780;6;1,278
5780;8;0,923
5781;1;1,393
5781;6;1,314
5781;8;0,946
5782;1;1,549
5782;3;1,809
5782;4;1,659
5782;6;1,519
5782;7;1,569
5782;8;1,219
5782;13;0,959
5783;1;1,549
5783;3;1,619
5783;4;1,699
5783;6;1,499
5783;7;1,579
5783;8;1,129
5784;1;1,499
5784;6;1,399
5784;7;1,459
5784;8;1,159
5785;1;1,539
5785;4;1,679
5785;6;1,499
5785;7;1,599
5785;8;1,146
5786;1;1,439
5786;4;1,589
5786;6;1,399
5786;7;1,469
5787;1;1,459
5787;6;1,339
5788;6;1,129
5789;15;1,235
5790;1;1,47
5790;6;1,36
5790;7;1,53
5790;8;1,13
5791;1;1,499
5791;4;1,659
5791;6;1,399
5792;1;1,499
5792;4;1,629
5792;6;1,389
5792;7;1,429
5793;1;1,519
5793;3;1,594
5793;6;1,522
5793;7;1,592
5794;1;1,559
5794;6;1,499
5794;7;1,569
5794;8;1,169
5795;6;1,308
5795;8;0,926
5796;1;1,549
5796;4;1,739
5796;6;1,479
5796;8;1,139
5797;1;1,499
5797;6;1,469
5797;7;1,529
5797;8;1,13
5798;1;1,499
5798;4;1,619
5798;6;1,479
5798;7;1,539
5798;8;1,166
5799;1;1,43
5799;6;1,339
5799;8;0,949
5800;1;1,519
5800;4;1,639
5800;6;1,509
5800;7;1,589
5800;8;1,113
5801;1;1,519
5801;4;1,659
5801;6;1,449
5801;7;1,529
5801;8;1,099
5802;6;1,309
5802;8;0,939
5803;1;1,428
5803;6;1,298
5803;8;0,961
5804;1;1,559
5804;4;1,699
5804;6;1,499
5804;7;1,589
5804;8;1,099
5804;13;0,885
5805;6;1,305
5805;8;0,95
5806;1;1,39
5806;6;1,3
5806;8;0,95
5807;1;1,539
5807;4;1,659
5807;6;1,499
5807;7;1,559
5808;1;1,549
5808;4;1,669
5808;6;1,509
5808;7;1,569
5808;8;1,167
5809;1;1,419
5809;6;1,319
5810;1;1,564
5810;3;1,619
5810;6;1,472
5810;7;1,577
5811;1;1,549
5811;4;1,691
5811;6;1,499
5811;7;1,589
5812;1;1,569
5812;6;1,479
5812;8;1,279
5812;13;1,059
5813;1;1,549
5813;3;1,624
5813;6;1,479
5813;7;1,545
5814;1;1,539
5814;6;1,459
5814;8;1,149
5815;1;1,499
5815;6;1,419
5815;8;1,119
5816;1;1,39
5816;6;1,28
5816;8;0,96
5817;1;1,509
5817;4;1,639
5817;6;1,469
5817;7;1,529
5817;8;1,149
5818;1;1,44
5818;6;1,28
5819;1;1,487
5819;6;1,327
5819;8;1,028
5820;1;1,559
5820;6;1,459
5820;7;1,549
5820;8;1,079
5821;1;1,4
5821;6;1,324
5821;8;0,959
5822;1;1,499
5822;6;1,349
5822;8;1,019
5823;1;1,559
5823;6;1,459
5823;7;1,509
5823;8;1,069
5824;1;1,499
5824;6;1,469
5825;1;1,39
5825;6;1,299
5825;8;0,95
5826;1;1,549
5826;4;1,679
5826;6;1,519
5826;7;1,579
5826;8;1,132
5827;1;1,439
5827;6;1,379
5827;8;0,929
5828;1;1,42
5828;6;1,31
5828;8;0,94
5829;1;1,499
5829;6;1,299
5829;8;1,249
5830;1;1,39
5830;6;1,35
5831;1;1,554
5831;3;1,654
5831;4;1,686
5831;6;1,522
5831;7;1,622
5832;1;1,549
5832;4;1,669
5832;6;1,519
5832;7;1,579
5832;8;1,184
5833;1;1,549
5833;3;1,604
5833;6;1,54
5833;7;1,612
5833;8;1,109
5834;1;1,559
5834;4;1,679
5834;6;1,489
5834;7;1,579
5835;1;1,569
5835;4;1,679
5835;6;1,519
5835;7;1,589
5836;1;1,499
5836;6;1,379
5836;13;0,899
5837;1;1,509
5837;4;1,629
5837;6;1,399
5838;1;1,53
5838;6;1,31
5838;8;0,995
5839;1;1,44
5839;6;1,33
5839;8;1,03
5840;1;1,4
5840;6;1,3
5840;8;0,93
5841;1;1,44
5841;6;1,34
5841;8;0,94
5842;1;1,527
5842;4;1,667
5842;6;1,439
5842;7;1,499
5842;8;1,079
5843;1;1,364
5843;6;1,276
5843;8;0,902
5844;1;1,489
5844;6;1,419
5844;8;1,089
5845;1;1,378
5845;6;1,288
5845;8;0,928
5846;6;1,32
5846;8;0,95
5847;1;1,589
5847;4;2,299
5847;6;1,439
5847;7;1,519
5848;6;1,299
5848;8;0,959
5849;1;1,459
5849;6;1,339
5849;7;1,399
5849;8;0,989
5850;1;1,469
5850;6;1,359
5850;7;1,409
5850;8;1,109
5851;1;1,559
5851;4;1,699
5851;6;1,509
5851;7;1,609
5851;8;1,239
5852;1;1,539
5852;4;1,659
5852;6;1,519
5852;8;1,184
5852;14;1,255
5852;15;1,239
5853;1;1,529
5853;4;1,648
5853;6;1,429
5853;7;1,479
5853;8;1,254
5854;1;1,549
5854;6;1,419
5854;7;1,509
5855;1;1,539
5855;4;1,681
5855;6;1,489
5855;7;1,579
5856;1;1,549
5856;3;1,639
5856;6;1,495
5856;7;1,619
5857;1;1,539
5857;4;1,649
5857;6;1,519
5857;8;1,184
5857;13;0,939
5858;6;1,439
5858;8;1,136
5859;1;1,399
5859;6;1,299
5860;6;1,519
5860;8;1,264
5861;14;1,319
5861;15;1,235
5862;1;1,489
5862;4;1,669
5862;6;1,439
5862;7;1,509
5862;8;1,109
5863;6;1,324
5863;8;0,908
5864;1;1,389
5864;6;1,419
5864;8;1,009
5865;1;1,529
5865;6;1,439
5865;7;1,539
5865;8;1,179
5866;1;1,46
5866;6;1,3
5866;8;1
5867;1;1,569
5867;6;1,479
5867;7;1,569
5867;8;1,189
5868;1;1,569
5868;6;1,499
5868;8;1,309
5869;1;1,549
5869;6;1,459
5869;7;1,509
5869;8;1,079
5870;1;1,489
5870;6;1,419
5870;8;1,089
5871;1;1,549
5871;4;1,669
5871;6;1,519
5871;7;1,579
5872;1;1,489
5872;6;1,419
5872;8;1,089
5873;1;1,564
5873;4;1,704
5873;6;1,499
5873;7;1,579
5873;8;1,179
5874;1;1,509
5874;3;1,569
5874;6;1,469
5874;7;1,535
5874;8;1,014
5875;1;1,539
5875;4;1,659
5875;6;1,509
5875;7;1,609
5876;1;1,555
5876;3;1,599
5876;4;1,687
5876;6;1,497
5876;7;1,582
5876;8;1,074
5876;13;0,969
5877;1;1,559
5877;4;1,701
5877;6;1,519
5877;7;1,609
5878;1;1,419
5878;6;1,289
5879;1;1,554
5879;4;1,686
5879;6;1,54
5879;7;1,618
5880;1;1,419
5880;6;1,289
5881;1;1,419
5881;6;1,289
5882;1;1,439
5882;6;1,309
5883;1;1,429
5883;6;1,299
5883;7;1,359
5884;1;1,549
5884;4;1,669
5884;6;1,519
5884;7;1,619
5885;1;1,399
5885;6;1,259
5886;1;1,549
5886;4;1,629
5886;6;1,409
5886;7;1,449
5887;1;1,429
5887;6;1,299
5888;1;1,429
5888;6;1,299
5889;1;1,419
5889;6;1,289
5890;1;1,554
5890;4;1,694
5890;6;1,474
5890;7;1,554
5890;13;0,959
